Date,Return
1/17/2017,-0.00628469
1/18/2017,0.008480516
1/19/2017,-0.014488428
1/20/2017,0.031616406
1/23/2017,-0.006364385
1/24/2017,-0.02710555
1/25/2017,0.010057742
1/26/2017,0.01224927
1/27/2017,-0.020011918
1/30/2017,0.016647705
1/31/2017,-0.025509793
2/1/2017,-0.016060675
2/2/2017,0.011880012
2/3/2017,0.002490932
2/6/2017,0.00474322
2/7/2017,0.009978811
2/8/2017,0.022866971
2/9/2017,-0.027964087
2/10/2017,0.021874729
2/13/2017,-0.021326894
2/14/2017,-0.002341372
2/15/2017,0.026652035
2/16/2017,0.039499258
2/17/2017,0.013235165
2/21/2017,-0.027586806
2/22/2017,-0.024375815
2/23/2017,0.039531969
2/24/2017,0.039636147
2/27/2017,0.011283625
2/28/2017,0.026106218
3/1/2017,0.041239966
3/2/2017,0.026709885
3/3/2017,-0.003839941
3/6/2017,0.02683736
3/7/2017,-0.018149124
3/8/2017,0.032399202
3/9/2017,0.016899675
3/10/2017,0.003280394
3/13/2017,-0.000900051
3/14/2017,-0.032749223
3/15/2017,0.037428552
3/16/2017,0.023827973
3/17/2017,-0.025964793
3/20/2017,0.027277042
3/21/2017,-0.024381526
3/22/2017,-0.027830956
3/23/2017,-0.009672537
3/24/2017,0.049232341
3/27/2017,-0.10805606
3/28/2017,0.023506489
3/29/2017,0.030306881
3/30/2017,-0.016574997
3/31/2017,0.007821901
4/3/2017,-0.012016066
4/4/2017,0.00752587
4/5/2017,-0.018293024
4/6/2017,0.004221594
4/7/2017,-0.003309185
4/10/2017,-0.024870699
4/11/2017,-0.026479246
4/12/2017,-0.018120473
4/13/2017,0.003868657
4/17/2017,0.006375452
4/18/2017,0.001735757
4/19/2017,-0.023705249
4/20/2017,0.006614247
4/21/2017,-0.004070526
4/24/2017,-0.006465234
4/25/2017,-0.01140696
4/26/2017,0.042612364
4/27/2017,0.000160695
4/28/2017,0.003265812
5/1/2017,-0.003041929
5/2/2017,0.019862333
5/3/2017,-0.00347167
5/4/2017,-0.006575905
5/5/2017,-0.00872993
5/8/2017,-0.02080666
5/9/2017,0.009265721
5/10/2017,0.010275529
5/11/2017,-0.060921763
5/12/2017,-0.013233519
5/15/2017,0.005188176
5/16/2017,-0.00365882
5/17/2017,0.025449955
5/18/2017,-0.021293135
5/19/2017,0.00104466
5/22/2017,0.011500067
5/23/2017,0.001745475
5/24/2017,0.03364531
5/25/2017,-0.021672555
5/26/2017,-0.013725852
5/30/2017,0.029827788
5/31/2017,0.003560451
6/1/2017,-0.000779986
6/2/2017,-0.013142926
6/5/2017,0.01244561
6/6/2017,0.000665913
6/7/2017,-0.040470517
6/8/2017,-0.021389849
6/9/2017,0.014171316
6/12/2017,0.0143398
6/13/2017,-0.028885895
6/14/2017,-0.005309824
6/15/2017,0.029814974
6/16/2017,-0.010800689
6/19/2017,-0.012807013
6/20/2017,0.012427004
6/21/2017,-0.001500477
6/22/2017,-0.016664728
6/23/2017,-0.011737898
6/26/2017,-0.02173656
6/27/2017,0.032361342
6/28/2017,0.04448549
6/29/2017,-0.029445665
6/30/2017,0.013708183
7/3/2017,-0.027138577
7/5/2017,-0.000623574
7/6/2017,-0.011305031
7/7/2017,-0.035420504
7/10/2017,0.033636613
7/11/2017,0.02282879
7/12/2017,-0.015220745
7/13/2017,-0.024778719
7/14/2017,-0.013256229
7/17/2017,-0.028460857
7/18/2017,-0.014149008
7/19/2017,0.020460913
7/20/2017,0.000875034
7/21/2017,0.004599861
7/24/2017,0.001683723
7/25/2017,0.002836374
7/26/2017,0.040097291
7/27/2017,-0.008306807
7/28/2017,0.005769757
7/31/2017,0.040622495
8/1/2017,0.012100995
8/2/2017,0.072812109
8/3/2017,-0.008109181
8/4/2017,-0.020355973
8/7/2017,-0.015080807
8/8/2017,-0.000832607
8/9/2017,-0.006819304
8/10/2017,0.00553133
8/11/2017,0.00363366
8/14/2017,-0.00788112
8/15/2017,0.001166564
8/16/2017,-0.003616195
8/17/2017,-0.000615689
8/18/2017,-0.024605052
8/21/2017,-0.004399001
8/22/2017,0.063711367
8/23/2017,0.001816526
8/24/2017,0.054104072
8/25/2017,0.020274476
8/28/2017,-0.050814893
8/29/2017,0.018896032
8/30/2017,0.051401376
8/31/2017,-0.055097022
9/1/2017,0.053694603
9/5/2017,-0.005125151
9/6/2017,0.000783702
9/7/2017,-0.026601132
9/8/2017,-0.001928833
9/11/2017,-0.02924312
9/12/2017,0.042788227
9/13/2017,-0.018584386
9/14/2017,0.011863207
9/15/2017,-0.008499522
9/18/2017,-0.016795533
9/19/2017,-0.04329754
9/20/2017,0.016553259
9/21/2017,-0.055759806
9/22/2017,0.001783284
9/25/2017,-0.021516125
9/26/2017,-0.03481713
9/27/2017,-0.07508337
9/28/2017,0.020276041
9/29/2017,0.021816027
10/2/2017,-0.014491228
10/3/2017,-0.026611366
10/4/2017,0.041782352
10/5/2017,-0.015098181
10/6/2017,0.013071718
10/9/2017,0.015679384
10/10/2017,-0.051546583
10/11/2017,-0.024927867
10/12/2017,-0.009004197
10/13/2017,-0.025648019
10/16/2017,-0.023068603
10/17/2017,-0.044034409
10/18/2017,-0.031551448
10/19/2017,0.013593261
10/20/2017,0.002395953
10/23/2017,-0.02519851
10/24/2017,-0.000912783
10/25/2017,0.01337259
10/26/2017,-0.024180629
10/27/2017,-0.010270694
10/30/2017,-0.004702329
10/31/2017,-0.026833119
11/1/2017,0.019726918
11/2/2017,-0.016327747
11/3/2017,0.010189051
11/6/2017,-0.030757105
11/7/2017,-0.008940629
11/8/2017,0.021654691
11/9/2017,0.003351148
11/10/2017,-0.014805952
11/13/2017,0.013182136
11/14/2017,-0.110664161
11/15/2017,-0.000931604
11/16/2017,-0.082098173
11/17/2017,0.004199233
11/20/2017,-0.003566093
11/21/2017,-0.021751071
11/22/2017,-0.016796719
11/24/2017,0.002744606
11/27/2017,0.00886454
11/28/2017,-0.017860544
11/29/2017,-0.037609917
11/30/2017,0.014105756
12/1/2017,-0.001349093
12/4/2017,0.006101751
12/5/2017,-0.01251863
12/6/2017,0.019731391
12/7/2017,0.003930995
12/8/2017,-0.000508019
12/11/2017,-0.011339299
12/12/2017,0.008876424
12/13/2017,-0.014844094
12/14/2017,0.037676767
12/15/2017,0.02886532
12/18/2017,0.009881035
12/19/2017,-0.012141496
